l_R,d_R,k_d,CT,CT_ratio
0.31,0.4400000000000001,4.8670546971530095,0.0089431129935948,1.1710448738044112
0.31,0.4500000000000001,4.8670546971530095,0.0089131412180464,1.167120256711917
0.31,0.4600000000000001,4.8670546971530095,0.0088843603909936,1.1633515868977067
0.31,0.4700000000000001,4.8670546971530095,0.0088567248879434,1.1597328901189539
0.31,0.4800000000000001,4.8670546971530095,0.0088301674316011,1.1562553568334852
0.31,0.4900000000000001,4.8670546971530095,0.008804625656702,1.1529108206988214
0.31,0.5000000000000002,4.8670546971530095,0.0087800417058608,1.149691705651179
0.31,0.5100000000000002,4.8670546971530095,0.008756361834479,1.1465909741705567
0.31,0.5200000000000002,4.8670546971530095,0.0087335360999863,1.143602086588834
0.31,0.5300000000000002,4.8670546971530095,0.0087114918352145,1.1407155275935164
0.31,0.5400000000000003,4.8670546971530095,0.0086902382908182,1.1379325085001328
0.31,0.5500000000000003,4.8670546971530095,0.0086697088224395,1.135244302645636
0.31,0.5600000000000003,4.8670546971530095,0.0086498658020664,1.132645982876518
0.31,0.5700000000000003,4.8670546971530095,0.0086306740960905,1.130132948665865
0.31,0.5800000000000003,4.8670546971530095,0.0086121008650579,1.1277008998919884
0.31,0.5900000000000003,4.8670546971530095,0.0085941153873288,1.1253458137477486
0.31,0.6000000000000003,4.8670546971530095,0.0085766889098148,1.123063925195535
0.31,0.6100000000000003,4.8670546971530095,0.0085597944999451,1.120851707583163
0.31,0.6200000000000003,4.8670546971530095,0.0085434068897501,1.1187058522275943
0.31,0.6300000000000003,4.8670546971530095,0.0085275022131001,1.1166232340079836
0.31,0.6400000000000003,4.8670546971530095,0.0085120316836852,1.1145974646612993
0.31,0.6500000000000004,4.8670546971530095,0.0084970277335999,1.1126327909680571
0.31,0.6600000000000004,4.8670546971530095,0.0084824439302558,1.1107231328703777
0.31,0.6700000000000004,4.8670546971530095,0.0084682617197226,1.1088660608467977
0.31,0.6800000000000004,4.8670546971530095,0.0084544636132856,1.1070592848591938
0.31,0.6900000000000004,4.8670546971530095,0.0084410331145382,1.1053006448059994
0.31,0.7000000000000004,4.8670546971530095,0.0084279546519189,1.1035881016883464
0.31,0.7100000000000004,4.8670546971530095,0.0084151859103209,1.1019161146068928
0.31,0.7200000000000004,4.8670546971530095,0.0084027682983094,1.1002901057550114
0.31,0.7300000000000004,4.8670546971530095,0.0083906609693151,1.0987047265291878
0.31,0.7400000000000004,4.8670546971530095,0.0083788514778463,1.0971583472698987
0.31,0.7500000000000004,4.8670546971530095,0.0083673280368503,1.0956494245361013
0.31,0.7600000000000005,4.8670546971530095,0.0083560794744645,1.0941764954420603
0.31,0.7700000000000005,4.8670546971530095,0.008345095195864,1.092738172661529
0.31,0.7800000000000005,4.8670546971530095,0.0083343364366607,1.0913293802396347
0.31,0.7900000000000005,4.8670546971530095,0.0083238511565239,1.0899563981959774
0.31,0.8000000000000005,4.8670546971530095,0.0083136014903385,1.0886142683298763
0.31,0.8100000000000005,4.8670546971530095,0.0083035788152352,1.0873018615303724
0.31,0.8200000000000005,4.8670546971530095,0.0082937749287728,1.0860181037389438
0.31,0.8300000000000005,4.8670546971530095,0.0082841820243827,1.0847619727341171
0.31,0.8400000000000005,4.8670546971530095,0.008274792669775,1.0835324953038807
0.31,0.8500000000000005,4.8670546971530095,0.0082655698416191,1.0823248234739842
0.31,0.8600000000000005,4.8670546971530095,0.0082565667492758,1.0811459246783903
0.31,0.8700000000000006,4.8670546971530095,0.0082477469340411,1.0799910248771807
0.31,0.8800000000000006,4.8670546971530095,0.0082391042541405,1.0788593198432872
0.31,0.8900000000000006,4.8670546971530095,0.0082306328449572,1.0777500416417136
0.31,0.9000000000000006,4.8670546971530095,0.0082223271045206,1.0766624567293464
0.31,0.9100000000000006,4.8670546971530095,0.0082141816812924,1.075595864355619
0.31,0.9200000000000006,4.8670546971530095,0.0082061601478958,1.0745454945827146
0.31,0.9300000000000006,4.8670546971530095,0.0081983203056754,1.0735189161362375
0.31,0.9400000000000006,4.8670546971530095,0.0081906260887362,1.072511406412158
0.31,0.9500000000000006,4.8670546971530095,0.0081830730158464,1.0715223786211183
0.31,0.9600000000000006,4.8670546971530095,0.0081756567958385,1.0705512708614962
0.31,0.9700000000000006,4.8670546971530095,0.0081683733193835,1.0695975450422865
0.31,0.9800000000000006,4.8670546971530095,0.0081612186463413,1.0686606852267149
0.31,0.9900000000000008,4.8670546971530095,0.0081541561749979,1.0677358986485959
0.31,1.0000000000000009,4.8670546971530095,0.0081472479975133,1.0668313158890503
0.31,1.010000000000001,4.8670546971530095,0.0081404577469602,1.0659421749257472
0.31,1.020000000000001,4.8670546971530095,0.0081337820870828,1.065068038896795
0.31,1.0300000000000007,4.8670546971530095,0.0081272178144332,1.0642084883306695
0.31,1.0400000000000007,4.8670546971530095,0.0081207618519636,1.0633631203071507
0.31,1.0500000000000007,4.8670546971530095,0.0081144112431348,1.0625315476858692
0.31,1.0600000000000007,4.8670546971530095,0.008108163145775,1.0617133983021516
0.31,1.0700000000000007,4.8670546971530095,0.0081019803976967,1.0609038059993032
0.31,1.0800000000000007,4.8670546971530095,0.0080959292919201,1.0601114514348902
0.31,1.0900000000000007,4.8670546971530095,0.0080899728061079,1.059331486764729
0.31,1.1000000000000008,4.8670546971530095,0.0080841085069032,1.0585635933559083
0.31,1.1100000000000008,4.8670546971530095,0.0080783340486384,1.057807464057885
0.31,1.1200000000000008,4.8670546971530095,0.008072647172379,1.0570628030772733
0.31,1.1300000000000008,4.8670546971530095,0.0080670457026532,1.0563293255496085
0.31,1.1400000000000008,4.8670546971530095,0.00806152754232,1.055606756867355
0.31,1.1500000000000008,4.8670546971530095,0.0080560906691496,1.0548948322321323
0.31,1.1600000000000008,4.8670546971530095,0.0080506969805659,1.0541885623492222
0.31,1.1700000000000008,4.8670546971530095,0.008045416957154,1.0534971762116991
0.31,1.1800000000000008,4.8670546971530095,0.0080402125718454,1.052815694412095
0.31,1.1900000000000008,4.8670546971530095,0.0080350820689498,1.0521438870537136
0.31,1.2000000000000008,4.8670546971530095,0.0080300237566938,1.0514815326093796
0.31,1.2100000000000009,4.8670546971530095,0.0080250360000922,1.0508284169879765
0.31,1.2200000000000009,4.8670546971530095,0.0080201172183445,1.050184333193538
0.31,1.2300000000000009,4.8670546971530095,0.0080152658833541,1.0495490811313442
0.31,1.2400000000000009,4.8670546971530095,0.0080104805175122,1.0489224673177369
0.31,1.2500000000000009,4.8670546971530095,0.0080057216266793,1.0482993202414501
0.31,1.260000000000001,4.8670546971530095,0.0080010640151045,1.0476894350523946
0.31,1.270000000000001,4.8670546971530095,0.0079964682226384,1.0470876446900959
0.31,1.280000000000001,4.8670546971530095,0.0079919329521322,1.0464937793010074
0.31,1.290000000000001,4.8670546971530095,0.0079874569496285,1.0459076746872282
0.31,1.300000000000001,4.8670546971530095,0.0079830389993186,1.0453291716461914
0.31,1.310000000000001,4.8670546971530095,0.007978677923006,1.0447581159004127
0.31,1.320000000000001,4.8670546971530095,0.0079743725787186,1.0441943579157675
0.31,1.330000000000001,4.8670546971530095,0.0079701218591794,1.0436377527012382
0.31,1.340000000000001,4.8670546971530095,0.0079659246904229,1.0430881596277402
0.31,1.350000000000001,4.8670546971530095,0.0079617800281106,1.0425454419456595
0.31,1.360000000000001,4.8670546971530095,0.0079576467772549,1.0420042185226543
0.31,1.370000000000001,4.8670546971530095,0.0079536041771812,1.0414748652542187
0.31,1.380000000000001,4.8670546971530095,0.0079496111394482,1.0409520018652079
0.31,1.390000000000001,4.8670546971530095,0.007945666738165,1.0404355071159828
